Date,Open,High,Low,Close,Adj Close,Volume
2017-11-02,190.990005,191.220001,183.309998,184.809998,184.809998,41239900
2017-11-03,186.509995,186.929993,182.059998,183.210007,183.210007,19697300
2017-11-06,184.070007,188.250000,184.000000,187.839996,187.839996,19873100
2017-11-07,189.580002,189.860001,187.000000,188.509995,188.509995,17781000
2017-11-08,187.979996,188.149994,185.100006,185.899994,185.899994,13944600
2017-11-09,184.210007,185.130005,181.050003,185.130005,185.130005,19755600
2017-11-10,187.029999,187.169998,185.399994,186.410004,186.410004,15031000
2017-11-13,186.770004,187.880005,184.000000,184.539993,184.539993,17139100
2017-11-14,184.300003,184.380005,181.149994,181.789993,181.789993,14475300
2017-11-15,179.369995,181.880005,176.735992,181.479996,181.479996,16567000
2017-11-16,183.309998,186.270004,183.119995,185.429993,185.429993,18389500
2017-11-17,185.919998,186.500000,184.669998,185.130005,185.130005,13422700
2017-11-20,187.600006,190.000000,186.610992,188.000000,188.000000,25992300
2017-11-21,190.350006,191.559998,188.800003,190.899994,190.899994,19639500
2017-11-22,191.539993,191.750000,189.369995,189.839996,189.839996,14417600
2017-11-24,189.389999,191.699997,188.699997,191.190002,191.190002,9887300
2017-11-27,190.490005,191.449997,187.550003,188.029999,188.029999,14952800
2017-11-28,188.830002,189.100006,186.500000,186.690002,186.690002,13378100
2017-11-29,185.250000,185.410004,173.619995,179.910004,179.910004,40204100
2017-11-30,179.529999,179.800003,176.320007,177.080002,177.080002,25851100
2017-12-01,175.270004,179.800003,173.800003,174.610001,174.610001,26524100
